"ITEM","DESC","CONTAINER","MASS","GRADE","COUNT","LOW PRICE","HIGH PRICE","AVERAGE PRICE"
"BCOC","Broccoli","Bin (250kg)","250.00","","","300","300","300.00"
"BEGR","Green Beans","Prepack Punnet (2kg)","2.00","","","300","300","300.00"
"BEGR","Green Beans","Box (4kg)","4.00","","","50","80","64.65"
"BEGR","Green Beans","BOX (5KG)","5.00","","","20","120","72.34"
"BNUT","Butternuts","SMALL BAG (3KG)","3.00","1M","","20","33","30.62"
"BNUT","Butternuts","Bag (7kg)","7.00","1M","","65","100","70.56"
"BNUT","Butternuts","Bag (7kg)","7.00","2M","","60","60","60.00"
"BNUT","Butternuts","Bag (10kg)","10.00","1L","","100","120","100.91"
"BNUT","Butternuts","Bag (10kg)","10.00","1M","","50","120","91.52"
"BNUT","Butternuts","Bag (10kg)","10.00","1S","","90","100","93.23"
"BNUT","Butternuts","Bag (10kg)","10.00","2M","","80","100","99.19"
"BRIN","Brinjals","Tomato box (4kg)","4.00","","","100","120","110.00"
"BRIN","Brinjals","Tomato box (5kg)","5.00","","","100","150","122.51"
"BRIN","Brinjals","Tomato box (5kg)","5.00","1","","100","130","113.64"
"BRIN","Brinjals","Tomato box (5kg)","5.00","1M","","100","120","110.00"
"BSPR","Brussel Sprouts","PREPACK PACKETS (6KG)","6.00","","","260","260","260.00"
"BTRT","Beetroot","Bag (5kg)","5.00","1X","","50","50","50.00"
"BTRT","Beetroot","Bag (5kg)","5.00","2L","","30","45","31.07"
"BTRT","Beetroot","BAG (7.5KG)","7.50","","","140","140","140.00"
"BTRT","Beetroot","Bag - Thrift Pack (10kg)","10.00","","","90","120","102.00"
"BTRT","Beetroot","Pocket (10kg)","10.00","1L","","100","100","100.00"
"BTRT","Beetroot","Bag - Thrift Pack (10kg)","10.00","1M","","80","130","110.73"
"BTRT","Beetroot","Bag - Thrift Pack (10kg)","10.00","1S","","70","100","80.45"
"BYBL","BLUEBERRIES","SINGLE LAYER (4kg)","4.00","","","450","600","555.00"
"BYGO","GOOSEBERRIES","HALF TRAY (1kg)","1.00","","","240","240","240.00"
"BYGO","GOOSEBERRIES","CARTON (12 X 125G)","1.50","","","240","300","249.55"
"BYRA","RASPBERRIES","CARTON (12 X 125G)","1.50","","","60","300","196.36"
"BYST","STRAWBERRIES","PREPACK PUNNETS BOX (2.5KG)","2.50","","","50","150","116.70"
"BYST","STRAWBERRIES","SINGLE LAYER (3kg)","3.00","","","64","64","64.00"
"BYST","STRAWBERRIES","BOX 3KG (PREPACK PUNNETS)","3.00","","","160","178","175.00"
"BYST","STRAWBERRIES","BOX (16 X 250G PUNNETS)","4.00","","","60","300","145.62"
"BYST","STRAWBERRIES","20 X 250G PUNNETS (TRAY)","5.00","","","80","360","225.78"
"CABY","Cabbage Baby","Half Bag (5kg)","5.00","","","96","96","96.00"
"CACH","Cabbage Chinese","Box (6kg)","6.00","","","90","100","93.00"
"CADH","CABBAGE DRUMHEAD","Prepack Punnet (5kg)","5.00","","8","80","80","80.00"
"CADH","CABBAGE DRUMHEAD","SUGAR POCKET (25KG)","25.00","","","10","60","35.79"
"CADH","CABBAGE DRUMHEAD","Decon (25kg)","25.00","","","15","80","46.43"
"CADH","CABBAGE DRUMHEAD","SUGAR POCKET (30KG)","30.00","","","30","70","41.63"
"CADH","CABBAGE DRUMHEAD","Bin (250kg)","250.00","","","320","1,920","1,057.19"
"CAPC","Cabbage Pak Choi","Box (6kg)","6.00","","","90","90","90.00"
"CARE","Cabbage Red","Prepack Punnet (5kg)","5.00","","12","150","250","170.00"
"CARE","Cabbage Red","Prepack Punnet (5kg)","5.00","","16","320","320","320.00"
"CARE","Cabbage Red","Box (6kg)","6.00","","","60","300","148.24"
"CARE","Cabbage Red","Prepack Punnet (10kg)","10.00","","15","120","120","120.00"
"CARY","Cabbage Red Baby","Half Bag (5kg)","5.00","","","96","96","96.00"
"CBAS","Calabash","Banana Box (15kg)","15.00","","","60","60","60.00"
"CDAP","APPLE JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDBB","BEETROOT JUICE BLEND","10 x 330ml Box","3.30","","","120","120","120.00"
"CDCA","ABC JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDCJ","CARROT JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDCT","TUMERIC INFUSED CARROT JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDGC","GINGER INFUSED CARROT JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDGN","GREEN JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDPC","CARROT  PINEAPPLE JUICE BLEND","10 x 330ml Box","3.30","","","120","120","120.00"
"CDPI","PINEAPPLE JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CDTJ","TOMATO JUICE","10 x 330ml Box","3.30","","","120","120","120.00"
"CELE","Celery","Decon (3kg)","3.00","","","20","20","20.00"
"CELT","Celery Table","PLASTIC BAG (5KG)","5.00","","","10","150","67.78"
"CELT","Celery Table","Prepack Punnet (5kg)","5.00","","","80","90","80.15"
"CELT","Celery Table","Crate (20kg)","20.00","","","240","240","240.00"
"CFLR","Cauliflower","BOX (10 X 400G)","4.00","","","100","150","116.92"
"CFLR","Cauliflower","Prepack Punnet (5kg)","5.00","","","70","120","101.67"
"CFLR","Cauliflower","Prepack Punnet (5kg)","5.00","","10","80","120","94.40"
"CFLR","Cauliflower","Prepack Punnet (5kg)","5.00","","12","120","180","132.00"
"CFLR","Cauliflower","Prepack Punnet (5kg)","5.00","","16","48","320","94.86"
"CFLR","Cauliflower","Prepack Punnet (5kg)","5.00","","6","20","20","20.00"
"CFLR","Cauliflower","Double Layer (6kg)","6.00","","","60","214","121.38"
"CFLR","Cauliflower","Decon (20kg)","20.00","","","40","60","48.00"
"CHOT","CHERRIES OTHER","SINGLE LAYER (2.5KG)","2.50","1M","","240","240","240.00"
"CLGR","Chillies Green","BOX (2KG)","2.00","","","150","200","194.34"
"CLGR","Chillies Green","Half Packet / Bag (3kg)","3.00","","","120","160","137.14"
"CLGR","Chillies Green","Layer Single (3kg)","3.00","","","150","150","150.00"
"CLHY","Habanero Yellow","BAG (2KG)","2.00","","","300","300","300.00"
"CLJP","Chillies Jalapino","Layer Single (3kg)","3.00","","","40","120","54.40"
"CLJP","Chillies Jalapino","Box (4kg)","4.00","","","50","120","56.67"
"CLRE","Chillies Red","BOX (2KG)","2.00","","","100","300","124.32"
"CLRE","Chillies Red","Layer Single (3kg)","3.00","","","25","250","223.90"
"CLRE","Chillies Red","Box (4kg)","4.00","","","300","350","342.86"
"COCO","COCONUTS","BAG (20kg)","20.00","","","200","250","216.67"
"CROT","Carrots","Plastic Bag (3kg)","3.00","1M","","10","15","10.67"
"CROT","Carrots","Plastic Bag (3kg)","3.00","1Z","","20","20","20.00"
"CROT","Carrots","HALF BAG (5KG)","5.00","1L","","18","25","19.36"
"CROT","Carrots","HALF BAG (5KG)","5.00","1M","","5","20","10.61"
"CROT","Carrots","HALF BAG (5KG)","5.00","2L","","12","18","12.70"
"CROT","Carrots","HALF BAG (5KG)","5.00","2M","","6","15","10.26"
"CROT","Carrots","Bag (7.5kg)","7.50","1M","","10","50","43.19"
"CROT","Carrots","Pocket (10kg)","10.00","1L","","60","70","60.63"
"CROT","Carrots","Bag - Thrift Pack (10kg)","10.00","1L","","65","90","67.52"
"CROT","Carrots","Bag - Thrift Pack (10kg)","10.00","1M","","50","70","61.17"
"CROT","Carrots","Pocket (10kg)","10.00","1M","","40","110","62.04"
"CROT","Carrots","Bag - Thrift Pack (10kg)","10.00","1S","","50","50","50.00"
"CROT","Carrots","Pocket (10kg)","10.00","1Z","","80","120","107.41"
"CUCE","Cucumbers English","Half Bag (5kg)","5.00","1J","","96","96","96.00"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","1L","","50","180","129.62"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","1M","","60","240","159.93"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","1X","","210","225","210.94"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","2L","","105","120","115.78"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","2M","","50","240","171.18"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","2U","","80","80","80.00"
"CUCE","Cucumbers English","Double Layer (6kg)","6.00","2X","","195","195","195.00"
"CUCE","Cucumbers English","Crate (20kg)","20.00","1L","","240","240","240.00"
"CUCE","Cucumbers English","Crate (20kg)","20.00","1M","","200","300","231.48"
"CUCE","Cucumbers English","Crate (20kg)","20.00","2L","","240","300","241.18"
"DAFR","DATES FRESH","PUNNET/BOX (800G)","0.80","","","110","120","118.00"
"DAFR","DATES FRESH","Punnet (1kg)","1.00","","","120","120","120.00"
"DTDW","DISHWASHING LIQUID","BOTTLE (5 LITRE)","5.00","","","90","90","90.00"
"GALO","GARLIC LOCAL","CRATE (10KG)","10.00","1M","","400","850","714.91"
"GALO","GARLIC LOCAL","BAG/PACKET (10kg)","10.00","1M","","500","600","542.59"
"GDIL","GRANADILLAS","SINGLE/HALF LAYER (2kg)","2.00","","","45","100","66.18"
"GDIL","GRANADILLAS","SINGLE LAYER (3.5kg)","3.50","","","90","216","99.00"
"GDIL","GRANADILLAS","BOX (PREPACK PUNNETS)","4.00","","","200","200","200.00"
"GDIL","GRANADILLAS","LAYER (5kg)","5.00","","","90","300","254.20"
"GEMS","Gem Squashes","BAG (6KG)","6.00","1","","150","150","150.00"
"GEMS","Gem Squashes","Bag (7kg)","7.00","1","","50","200","97.21"
"GFPO","GRAPEFRUIT POMPELMOES","CARTON A15C (15kg)","15.00","1X","","100","140","107.06"
"GFSR","GRAPEFRUIT STAR RUBY","BOX (10KG)","10.00","1M","","70","80","77.27"
"GFSR","GRAPEFRUIT STAR RUBY","CARTON A15C (15kg)","15.00","1M","","150","160","158.00"
"GFSR","GRAPEFRUIT STAR RUBY","CARTON A15C (15kg)","15.00","2G","32","135","160","136.47"
"GRCS","GRAPE CRIMSON SEEDLESS","10*500g Punnet","5.00","1","","400","420","404.00"
"GRWS","GRAPE WHITE SEEDLESS","10*500g Punnet","5.00","1","","200","350","235.00"
"GUAV","GUAVAS","JUMBLE (7kg)","7.00","M","","40","70","68.75"
"GUAV","GUAVAS","JUMBLE BOX (9KG)","9.00","M","","20","50","32.34"
"HEBA","Basil","Prepack Punnet (5kg)","5.00","","","800","800","800.00"
"HECO","Coriander","Punnet - each (500g)","0.50","","","10","10","10.00"
"HEDA","Danja","Tomato box (3kg)","3.00","","","20","120","91.03"
"HEDL","Dill","Punnet - each (500g)","0.50","","","10","30","12.22"
"HEFE","Fennel / Anys","Decon (2.5kg)","2.50","","","60","120","112.50"
"HEFE","Fennel / Anys","Double Layer (7.5kg)","7.50","","","120","120","120.00"
"HEGI","Ginger","ECONO BAG (3KG)","3.00","1","","110","110","110.00"
"HEGI","Ginger","Carton (5kg)","5.00","1","","1","400","279.33"
"HEGI","Ginger","BAG (5KG)","5.00","1","","20","20","20.00"
"HEGI","Ginger","Carton (5kg)","5.00","2","","80","200","142.00"
"HEGI","Ginger","BAG (5KG)","5.00","3","","60","80","62.22"
"HEGI","Ginger","Banana box (8kg)","8.00","1","","900","900","900.00"
"HEGI","Ginger","Sugar Pocket (10kg)","10.00","1","","300","300","300.00"
"HEGI","Ginger","Carton (10kg)","10.00","1","","250","600","544.64"
"HEGI","Ginger","Carton (10kg)","10.00","2","","400","500","440.48"
"HEOR","Oregano","Punnet - each (500g)","0.50","","","10","10","10.00"
"HEPS","Parsley","Punnet - each (500g)","0.50","","","10","30","25.00"
"HEPS","Parsley","Decon (2.5kg)","2.50","","","60","120","100.40"
"HNEY","Honey","Jar Small (500g)","0.50","","","100","100","100.00"
"KALE","Kale","Decon (3kg)","3.00","","","100","100","100.00"
"KIWI","KIWI FRUIT","BOX (3KG)","3.00","","","200","220","210.91"
"KIWI","KIWI FRUIT","BOX (6KG)","6.00","","","400","420","409.29"
"KIWI","KIWI FRUIT","DOUBLE LAYER (10kg)","10.00","","","680","680","680.00"
"KOHL","Kohl Rabi","Decon (8kg)","8.00","","","100","100","100.00"
"LEEK","Leeks","Bunch (500g)","0.50","","","2","2","2.00"
"LMES","LIMES","SMALL BAG (3kg)","3.00","1M","","120","175","147.13"
"LMES","LIMES","SMALL BAG (3kg)","3.00","1S","","150","180","161.11"
"LMES","LIMES","SMALL BAG (3kg)","3.00","2M","","120","120","120.00"
"LMES","LIMES","CARTON (TELESCOPIC B10D 10kg)","10.00","1M","","250","250","250.00"
"LONS","LEMONS","BAG (7kg)","7.00","1M","","25","30","26.84"
"LONS","LEMONS","BAG (7kg)","7.00","2M","","5","40","19.95"
"LONS","LEMONS","CARTON - OPEN TOP B10D (10kg)","10.00","1M","","50","80","52.00"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1L","64","160","160","160.00"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1L","75","160","160","160.00"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1L","88","150","160","159.51"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1M","","25","25","25.00"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1M","100","140","160","140.59"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1M","113","140","160","141.67"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","1S","138","100","160","153.70"
"LONS","LEMONS","CARTON A15C (15kg)","15.00","2M","","100","100","100.00"
"LTBU","Lettuce Butter","Prepack Punnet (5kg)","5.00","","","48","48","48.00"
"LTBU","Lettuce Butter","Prepack Punnet (5kg)","5.00","","10","60","80","72.00"
"LTCE","Lettuce","Prepack Punnet (2kg)","2.00","","","30","42","36.26"
"LTCE","Lettuce","Prepack Punnet (2kg)","2.00","","8","64","64","64.00"
"LTCE","Lettuce","Prepack Punnet (5kg)","5.00","","","48","120","99.25"
"LTCE","Lettuce","Prepack Punnet (5kg)","5.00","","10","60","120","76.46"
"LTCE","Lettuce","Prepack Punnet (5kg)","5.00","","12","30","96","74.10"
"LTCE","Lettuce","Prepack Punnet (5kg)","5.00","","16","80","96","83.20"
"LTCE","Lettuce","Prepack Punnet (5kg)","5.00","","6","36","120","39.30"
"LTCE","Lettuce","Box (6kg)","6.00","","","50","50","50.00"
"LTCS","Lettuce Cos","Prepack Punnet (5kg)","5.00","","10","80","120","92.00"
"LTFY","Lettuce Fancy","Prepack Punnet (2kg)","2.00","","","80","120","102.67"
"LTFY","Lettuce Fancy","Prepack Punnet (2kg)","2.00","","12","80","120","100.00"
"LTFY","Lettuce Fancy","Prepack Punnet (5kg)","5.00","","10","60","60","60.00"
"LTRE","Lettuce Red","Prepack Punnet (5kg)","5.00","","10","60","120","95.00"
"MAOT","MANGO OTHER","CARTON - OPEN TOP (2kg)","2.00","1","10","300","300","300.00"
"MEMT","MAKETAAN","EACH MEDIUM (6kg)","6.00","","","30","30","30.00"
"MESW","SWEET MELONS","BOX (11kg)","11.00","L","7","500","500","500.00"
"MISV","Miscellaneous","EACH","18.00","","","0","0","0.00"
"MRBY","Marrows Baby","SINGLE LAYER (4KG)","4.00","1","","50","60","54.62"
"MRBY","Marrows Baby","BOX (16 X 250G PUNNETS)","4.00","1","","50","50","50.00"
"MRBY","Marrows Baby","SINGLE LAYER (4KG)","4.00","2","","0","0","0.00"
"MRBY","Marrows Baby","Prepack Punnet (5kg)","5.00","","14","140","210","141.30"
"MRBY","Marrows Baby","BOX (5KG)","5.00","1","","15","150","63.59"
"MRBY","Marrows Baby","BOX (5KG)","5.00","1L","","80","80","80.00"
"MRBY","Marrows Baby","BOX (5KG)","5.00","1M","","60","100","70.29"
"MRBY","Marrows Baby","BOX (5KG)","5.00","1S","","50","100","53.53"
